,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
1345,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1346,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1347,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1348,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1349,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1350,Diabetes,fatigue,weight loss,restlessness,lethargy,blurred and distorted vision,obesity
1351,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1352,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,obesity
1353,Diabetes,fatigue,weight loss,restlessness,lethargy,blurred and distorted vision,obesity
1354,Diabetes,fatigue,weight loss,restlessness,irregular sugar level,blurred and distorted vision,obesity
1355,Diabetes,fatigue,weight loss,lethargy,irregular sugar level,blurred and distorted vision,obesity
1356,Diabetes,fatigue,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1357,Diabetes,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1358,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1359,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1360,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1361,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1362,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1363,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1364,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1365,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1366,Diabetes,fatigue,weight loss,restlessness,lethargy,blurred and distorted vision,obesity
1367,Diabetes,fatigue,weight loss,restlessness,irregular sugar level,blurred and distorted vision,obesity
1368,Diabetes,fatigue,weight loss,lethargy,irregular sugar level,blurred and distorted vision,obesity
1369,Diabetes,fatigue,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1370,Diabetes,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1371,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1372,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1373,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1374,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,obesity
1375,Diabetes,fatigue,weight loss,restlessness,lethargy,blurred and distorted vision,obesity
1376,Diabetes,fatigue,weight loss,restlessness,irregular sugar level,blurred and distorted vision,obesity
1377,Diabetes,fatigue,weight loss,lethargy,irregular sugar level,blurred and distorted vision,obesity
1378,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,obesity
1379,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1380,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1381,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1382,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1383,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1384,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1385,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1386,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1387,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1388,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1389,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1390,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1391,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1392,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1393,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1394,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1395,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1396,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1397,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1398,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1399,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1400,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1401,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1402,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1403,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1404,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1405,Diabetes,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1406,Diabetes,fatigue,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1407,Diabetes,fatigue,weight loss,lethargy,irregular sugar level,blurred and distorted vision,obesity
1408,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1409,Diabetes,fatigue,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1410,Diabetes,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1411,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1412,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1413,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1414,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1415,Diabetes,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1416,Diabetes,fatigue,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1417,Diabetes,fatigue,weight loss,lethargy,irregular sugar level,blurred and distorted vision,obesity
1418,Diabetes,fatigue,weight loss,restlessness,irregular sugar level,blurred and distorted vision,obesity
1419,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,obesity
1420,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1421,Diabetes,fatigue,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1422,Diabetes,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1423,Diabetes,fatigue,weight loss,restlessness,lethargy,blurred and distorted vision,obesity
1424,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1425,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1426,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1427,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1428,Diabetes,fatigue,weight loss,restlessness,irregular sugar level,blurred and distorted vision,obesity
1429,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1430,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1431,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1432,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1433,Diabetes,fatigue,weight loss,restlessness,lethargy,blurred and distorted vision,obesity
1434,Diabetes,fatigue,weight loss,lethargy,irregular sugar level,blurred and distorted vision,obesity
1435,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1436,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1437,Diabetes,fatigue,weight loss,restlessness,irregular sugar level,blurred and distorted vision,obesity
1438,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1439,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,obesity
1440,Dimorphic,constipation,pain during bowel movements,pain in anal region,irritation in anus,,
1441,Dimorphic,constipation,pain during bowel movements,bloody stool,irritation in anus,,
1442,Dimorphic,constipation,pain in anal region,bloody stool,irritation in anus,,
1443,Dimorphic,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,
1444,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1445,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1446,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1447,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1448,Dimorphic,constipation,pain during bowel movements,bloody stool,irritation in anus,,
1449,Dimorphic,constipation,pain in anal region,bloody stool,irritation in anus,,
1450,Dimorphic,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,
1451,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1452,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1453,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1454,Dimorphic,constipation,pain in anal region,bloody stool,irritation in anus,,
1455,Dimorphic,constipation,pain during bowel movements,pain in anal region,irritation in anus,,
1456,Dimorphic,constipation,pain during bowel movements,bloody stool,irritation in anus,,
1457,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1458,Dimorphic,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,
1459,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1460,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,,
1461,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1462,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1463,Dimorphic,constipation,pain during bowel movements,pain in anal region,irritation in anus,,
1464,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,,
1465,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1466,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1467,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1468,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1469,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,,
1470,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1471,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1472,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1473,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1474,Dimorphic,constipation,pain in anal region,bloody stool,irritation in anus,,
1475,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1476,Dimorphic,constipation,pain during bowel movements,bloody stool,irritation in anus,,
1477,Dimorphic,constipation,pain during bowel movements,pain in anal region,irritation in anus,,
1478,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1479,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1480,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1481,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1482,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1483,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1484,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1485,Dimorphic,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,
1486,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1487,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1488,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1489,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1490,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,,
1491,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1492,Dimorphic,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,
1493,Dimorphic,constipation,pain in anal region,bloody stool,irritation in anus,,
1494,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1495,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1496,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1497,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,,
1498,Dimorphic,constipation,pain during bowel movements,bloody stool,irritation in anus,,
1499,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1500,Dimorphic,constipation,pain during bowel movements,pain in anal region,irritation in anus,,
1501,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1502,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1503,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1504,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1505,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1506,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1507,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1508,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1509,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1510,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1511,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1512,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1513,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1514,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1515,Dimorphic,constipation,pain during bowel movements,bloody stool,irritation in anus,,
1516,Dimorphic,constipation,pain during bowel movements,pain in anal region,irritation in anus,,
1517,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1518,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1519,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1520,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1521,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1522,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1523,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,,
1524,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1525,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1526,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1527,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1528,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1529,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1530,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1531,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1532,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1533,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1534,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1535,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1536,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1537,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1538,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1539,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1540,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1541,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1542,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1543,Dimorphic,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,
1544,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1545,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1546,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1547,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1548,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1549,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1550,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1551,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1552,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1553,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1554,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1555,Dimorphic,constipation,pain in anal region,bloody stool,irritation in anus,,
1556,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1557,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1558,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1559,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1560,Drug,itching,stomach pain,burning micturition,spotting ,,
1561,Drug,itching,skin rash,stomach pain,burning micturition,,
1562,Drug,itching,skin rash,burning micturition,spotting ,,
1563,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1564,Drug,skin rash,stomach pain,burning micturition,spotting ,,
1565,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1566,Drug,itching,skin rash,stomach pain,spotting ,,
1567,Drug,itching,stomach pain,burning micturition,spotting ,,
1568,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1569,Drug,itching,skin rash,stomach pain,burning micturition,,
1570,Drug,itching,skin rash,burning micturition,spotting ,,
1571,Drug,itching,skin rash,stomach pain,spotting ,,
1572,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1573,Drug,itching,skin rash,stomach pain,burning micturition,,
1574,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1575,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1576,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1577,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1578,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1579,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1580,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1581,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1582,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1583,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1584,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1585,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1586,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1587,Drug,itching,stomach pain,burning micturition,spotting ,,
1588,Drug,itching,skin rash,burning micturition,spotting ,,
1589,Drug,itching,skin rash,stomach pain,spotting ,,
1590,Drug,skin rash,stomach pain,burning micturition,spotting ,,
1591,Drug,itching,stomach pain,burning micturition,spotting ,,
1592,Drug,itching,skin rash,burning micturition,spotting ,,
1593,Drug,itching,skin rash,stomach pain,spotting ,,
1594,Drug,itching,skin rash,stomach pain,burning micturition,,
1595,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1596,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1597,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1598,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1599,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1600,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1601,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1602,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1603,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1604,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1605,Drug,itching,stomach pain,burning micturition,spotting ,,
1606,Drug,itching,skin rash,burning micturition,spotting ,,
1607,Drug,itching,skin rash,stomach pain,spotting ,,
1608,Drug,itching,skin rash,stomach pain,burning micturition,,
1609,Drug,skin rash,stomach pain,burning micturition,spotting ,,
1610,Drug,itching,stomach pain,burning micturition,spotting ,,
1611,Drug,itching,skin rash,burning micturition,spotting ,,
1612,Drug,itching,skin rash,stomach pain,spotting ,,
1613,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1614,Drug,itching,skin rash,stomach pain,burning micturition,,
1615,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1616,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1617,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1618,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1619,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1620,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1621,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1622,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1623,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1624,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1625,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1626,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1627,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1628,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1629,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1630,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1631,Drug,skin rash,stomach pain,burning micturition,spotting ,,
1632,Drug,itching,skin rash,stomach pain,burning micturition,,
1633,Drug,itching,skin rash,stomach pain,spotting ,,
1634,Drug,itching,skin rash,burning micturition,spotting ,,
1635,Drug,itching,stomach pain,burning micturition,spotting ,,
1636,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1637,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1638,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1639,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1640,Drug,itching,skin rash,stomach pain,burning micturition,,
1641,Drug,itching,skin rash,stomach pain,spotting ,,
1642,Drug,itching,skin rash,burning micturition,spotting ,,
1643,Drug,itching,stomach pain,burning micturition,spotting ,,
1644,Drug,skin rash,stomach pain,burning micturition,spotting ,,
1645,Drug,itching,skin rash,stomach pain,burning micturition,,
1646,Drug,itching,skin rash,stomach pain,spotting ,,
1647,Drug,itching,skin rash,burning micturition,spotting ,,
1648,Drug,itching,stomach pain,burning micturition,spotting ,,
1649,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1650,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1651,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1652,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1653,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1654,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1655,Drug,itching,skin rash,burning micturition,spotting ,,
1656,Drug,itching,skin rash,stomach pain,spotting ,,
1657,Drug,itching,stomach pain,burning micturition,spotting ,,
1658,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1659,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1660,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1661,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1662,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1663,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1664,Drug,itching,skin rash,stomach pain,burning micturition,,
1665,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1666,Drug,itching,stomach pain,burning micturition,spotting ,,
1667,Drug,itching,skin rash,burning micturition,spotting ,,
1668,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1669,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1670,Drug,itching,skin rash,stomach pain,burning micturition,,
1671,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1672,Drug,skin rash,stomach pain,burning micturition,spotting ,,
1673,Drug,itching,stomach pain,burning micturition,spotting ,,
1674,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1675,Drug,itching,skin rash,burning micturition,spotting ,,
1676,Drug,itching,skin rash,stomach pain,spotting ,,
1677,Drug,itching,skin rash,stomach pain,burning micturition,,
1678,Drug,itching,skin rash,stomach pain,spotting ,,
1679,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1680,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1681,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1682,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1683,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1684,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1685,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1686,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1687,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1688,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1689,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1690,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1691,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1692,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1693,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1694,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1695,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1696,Fungal,itching,skin rash,nodal skin eruptions,,,
1697,Fungal,itching,skin rash,dischromic,,,
1698,Fungal,itching,nodal skin eruptions,dischromic,,,
1699,Fungal,skin rash,nodal skin eruptions,dischromic,,,
1700,Fungal,itching,skin rash,nodal skin eruptions,,,
1701,Fungal,itching,skin rash,dischromic,,,
