,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
2795,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
3820,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
3697,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1711,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
4476,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
3041,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
2836,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
4640,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
2467,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
4353,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1712,Diabetes,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1713,Diabetes,fatigue,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1714,Diabetes,fatigue,weight loss,lethargy,irregular sugar level,blurred and distorted vision,obesity
3205,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
2123,Diabetes,fatigue,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
2122,Diabetes,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
899,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
2120,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1301,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
4148,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1302,Diabetes,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1303,Diabetes,fatigue,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1304,Diabetes,fatigue,weight loss,lethargy,irregular sugar level,blurred and distorted vision,obesity
1305,Diabetes,fatigue,weight loss,restlessness,irregular sugar level,blurred and distorted vision,obesity
1307,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,obesity
1309,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
73,Diabetes,fatigue,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
72,Diabetes,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity
1716,Diabetes,fatigue,weight loss,restlessness,lethargy,blurred and distorted vision,obesity
71,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
70,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
3656,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
2121,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1715,Diabetes,fatigue,weight loss,restlessness,irregular sugar level,blurred and distorted vision,obesity
3533,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
3123,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1300,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
1308,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
76,Diabetes,fatigue,weight loss,restlessness,lethargy,blurred and distorted vision,obesity
74,Diabetes,fatigue,weight loss,lethargy,irregular sugar level,blurred and distorted vision,obesity
79,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
2508,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
75,Diabetes,fatigue,weight loss,restlessness,irregular sugar level,blurred and distorted vision,obesity
78,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision
77,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,obesity
1926,Dimorphic,constipation,pain during bowel movements,pain in anal region,irritation in anus,,
1925,Dimorphic,constipation,pain during bowel movements,bloody stool,irritation in anus,,
1924,Dimorphic,constipation,pain in anal region,bloody stool,irritation in anus,,
1923,Dimorphic,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,
1922,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2331,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1921,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1920,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1105,Dimorphic,constipation,pain during bowel movements,bloody stool,irritation in anus,,
1104,Dimorphic,constipation,pain in anal region,bloody stool,irritation in anus,,
1103,Dimorphic,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,
1102,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1519,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1518,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1514,Dimorphic,constipation,pain in anal region,bloody stool,irritation in anus,,
1516,Dimorphic,constipation,pain during bowel movements,pain in anal region,irritation in anus,,
1515,Dimorphic,constipation,pain during bowel movements,bloody stool,irritation in anus,,
1101,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1513,Dimorphic,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,
1512,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2337,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,,
1511,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1510,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1106,Dimorphic,constipation,pain during bowel movements,pain in anal region,irritation in anus,,
1107,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,,
1108,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1109,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2338,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4169,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1517,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,,
3431,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
698,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
699,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2330,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
694,Dimorphic,constipation,pain in anal region,bloody stool,irritation in anus,,
4784,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
695,Dimorphic,constipation,pain during bowel movements,bloody stool,irritation in anus,,
696,Dimorphic,constipation,pain during bowel movements,pain in anal region,irritation in anus,,
4005,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3759,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2734,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
281,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2816,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4866,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2332,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
693,Dimorphic,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,
1100,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
280,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4415,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
692,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1927,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,,
4661,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2333,Dimorphic,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,
2334,Dimorphic,constipation,pain in anal region,bloody stool,irritation in anus,,
691,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
690,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4046,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
697,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,,
2335,Dimorphic,constipation,pain during bowel movements,bloody stool,irritation in anus,,
3267,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2336,Dimorphic,constipation,pain during bowel movements,pain in anal region,irritation in anus,,
3513,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3800,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2570,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3636,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1928,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2939,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4333,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4743,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2898,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
282,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4620,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3144,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3390,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2611,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
285,Dimorphic,constipation,pain during bowel movements,bloody stool,irritation in anus,,
286,Dimorphic,constipation,pain during bowel movements,pain in anal region,irritation in anus,,
2857,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3472,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3062,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2693,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4579,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3923,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
287,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,,
4825,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3226,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3308,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4292,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
288,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4702,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4087,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4497,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
289,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3349,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3554,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2339,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2488,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3103,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2775,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4128,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4538,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2529,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3718,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
283,Dimorphic,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,
4456,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1929,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3882,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4374,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2980,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3841,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3185,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4210,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3964,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3021,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
2652,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
284,Dimorphic,constipation,pain in anal region,bloody stool,irritation in anus,,
3677,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
3595,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4251,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
4907,Dimorphic,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,
1686,Drug,itching,stomach pain,burning micturition,spotting ,,
1689,Drug,itching,skin rash,stomach pain,burning micturition,,
1687,Drug,itching,skin rash,burning micturition,spotting ,,
4104,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1685,Drug,skin rash,stomach pain,burning micturition,spotting ,,
1680,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1683,Drug,itching,skin rash,stomach pain,spotting ,,
1681,Drug,itching,stomach pain,burning micturition,spotting ,,
4063,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1684,Drug,itching,skin rash,stomach pain,burning micturition,,
1682,Drug,itching,skin rash,burning micturition,spotting ,,
1688,Drug,itching,skin rash,stomach pain,spotting ,,
4145,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
864,Drug,itching,skin rash,stomach pain,burning micturition,,
3612,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2669,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2628,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3079,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3366,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4022,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2587,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4555,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4514,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2546,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3120,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3653,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
860,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
861,Drug,itching,stomach pain,burning micturition,spotting ,,
862,Drug,itching,skin rash,burning micturition,spotting ,,
863,Drug,itching,skin rash,stomach pain,spotting ,,
865,Drug,skin rash,stomach pain,burning micturition,spotting ,,
866,Drug,itching,stomach pain,burning micturition,spotting ,,
867,Drug,itching,skin rash,burning micturition,spotting ,,
868,Drug,itching,skin rash,stomach pain,spotting ,,
869,Drug,itching,skin rash,stomach pain,burning micturition,,
3448,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3161,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2464,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4596,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3571,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4801,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3038,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4719,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2915,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
450,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
451,Drug,itching,stomach pain,burning micturition,spotting ,,
452,Drug,itching,skin rash,burning micturition,spotting ,,
453,Drug,itching,skin rash,stomach pain,spotting ,,
454,Drug,itching,skin rash,stomach pain,burning micturition,,
455,Drug,skin rash,stomach pain,burning micturition,spotting ,,
456,Drug,itching,stomach pain,burning micturition,spotting ,,
457,Drug,itching,skin rash,burning micturition,spotting ,,
458,Drug,itching,skin rash,stomach pain,spotting ,,
4842,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
459,Drug,itching,skin rash,stomach pain,burning micturition,,
2956,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3489,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2833,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2997,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4678,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4637,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2792,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3407,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3530,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2751,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2710,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2874,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4883,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2505,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3694,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4473,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2095,Drug,skin rash,stomach pain,burning micturition,spotting ,,
2094,Drug,itching,skin rash,stomach pain,burning micturition,,
2093,Drug,itching,skin rash,stomach pain,spotting ,,
2092,Drug,itching,skin rash,burning micturition,spotting ,,
2091,Drug,itching,stomach pain,burning micturition,spotting ,,
2090,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4268,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4227,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3243,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
49,Drug,itching,skin rash,stomach pain,burning micturition,,
48,Drug,itching,skin rash,stomach pain,spotting ,,
47,Drug,itching,skin rash,burning micturition,spotting ,,
46,Drug,itching,stomach pain,burning micturition,spotting ,,
45,Drug,skin rash,stomach pain,burning micturition,spotting ,,
44,Drug,itching,skin rash,stomach pain,burning micturition,,
43,Drug,itching,skin rash,stomach pain,spotting ,,
42,Drug,itching,skin rash,burning micturition,spotting ,,
41,Drug,itching,stomach pain,burning micturition,spotting ,,
3899,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
40,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3940,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3284,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4186,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3981,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2097,Drug,itching,skin rash,burning micturition,spotting ,,
2098,Drug,itching,skin rash,stomach pain,spotting ,,
2096,Drug,itching,stomach pain,burning micturition,spotting ,,
4760,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3202,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3858,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4350,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
4309,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1270,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2099,Drug,itching,skin rash,stomach pain,burning micturition,,
3776,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1271,Drug,itching,stomach pain,burning micturition,spotting ,,
1272,Drug,itching,skin rash,burning micturition,spotting ,,
3817,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
3735,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1274,Drug,itching,skin rash,stomach pain,burning micturition,,
4432,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1275,Drug,skin rash,stomach pain,burning micturition,spotting ,,
1276,Drug,itching,stomach pain,burning micturition,spotting ,,
3325,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
1277,Drug,itching,skin rash,burning micturition,spotting ,,
1278,Drug,itching,skin rash,stomach pain,spotting ,,
1279,Drug,itching,skin rash,stomach pain,burning micturition,,
1273,Drug,itching,skin rash,stomach pain,spotting ,,
4391,Drug,itching,skin rash,stomach pain,burning micturition,spotting ,
2952,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3321,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3075,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2993,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3116,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3239,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3362,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3403,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3034,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3198,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3157,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4018,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2911,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3813,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3854,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2059,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2058,Fungal,itching,skin rash,nodal skin eruptions,,,
2057,Fungal,itching,skin rash,dischromic,,,
2056,Fungal,itching,nodal skin eruptions,dischromic,,,
2055,Fungal,skin rash,nodal skin eruptions,dischromic,,,
2054,Fungal,itching,skin rash,nodal skin eruptions,,,
2053,Fungal,itching,skin rash,dischromic,,,
2052,Fungal,itching,nodal skin eruptions,dischromic,,,
2051,Fungal,skin rash,nodal skin eruptions,dischromic,,,
2050,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3895,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3936,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3977,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3772,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3731,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3690,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2460,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2870,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3485,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2829,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2788,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3526,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2747,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2706,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3444,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3567,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2624,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3608,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2583,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4059,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2542,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3649,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2501,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
2665,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
0,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3280,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4182,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1233,Fungal,itching,skin rash,dischromic,,,
1234,Fungal,itching,skin rash,nodal skin eruptions,,,
1235,Fungal,skin rash,nodal skin eruptions,dischromic,,,
1236,Fungal,itching,nodal skin eruptions,dischromic,,,
1237,Fungal,itching,skin rash,dischromic,,,
419,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
418,Fungal,itching,skin rash,nodal skin eruptions,,,
417,Fungal,itching,skin rash,dischromic,,,
4100,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1232,Fungal,itching,nodal skin eruptions,dischromic,,,
416,Fungal,itching,nodal skin eruptions,dischromic,,,
414,Fungal,itching,skin rash,nodal skin eruptions,,,
413,Fungal,itching,skin rash,dischromic,,,
1640,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1641,Fungal,skin rash,nodal skin eruptions,dischromic,,,
1642,Fungal,itching,nodal skin eruptions,dischromic,,,
411,Fungal,skin rash,nodal skin eruptions,dischromic,,,
410,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4715,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1238,Fungal,itching,skin rash,nodal skin eruptions,,,
415,Fungal,skin rash,nodal skin eruptions,dischromic,,,
1643,Fungal,itching,skin rash,dischromic,,,
1231,Fungal,skin rash,nodal skin eruptions,dischromic,,,
4305,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
829,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
828,Fungal,itching,skin rash,nodal skin eruptions,,,
827,Fungal,itching,skin rash,dischromic,,,
826,Fungal,itching,nodal skin eruptions,dischromic,,,
825,Fungal,skin rash,nodal skin eruptions,dischromic,,,
824,Fungal,itching,skin rash,nodal skin eruptions,,,
823,Fungal,itching,skin rash,dischromic,,,
822,Fungal,itching,nodal skin eruptions,dischromic,,,
821,Fungal,skin rash,nodal skin eruptions,dischromic,,,
1230,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
820,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4551,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4592,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4469,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4428,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4633,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4387,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4674,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4141,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4346,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4510,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1644,Fungal,itching,skin rash,nodal skin eruptions,,,
412,Fungal,itching,nodal skin eruptions,dischromic,,,
